Fe,Ni,Co,Cr,Cu,TEC
0.07982511088235236,0.512038389408036,0.22398576258681618,0.15529660367057369,0.028854133452221646,11.573048637328355
0.03862363100469525,0.013627600535516132,0.45803500712174317,0.20931053128551969,0.28040323005252576,11.043953289107652
0.003617174745493152,0.6092981371808732,0.31067513539839897,0.04150978725580583,0.03489976541942879,11.339503333832962
0.09130535365891998,0.16347231116827193,0.33524562803005736,0.2548551368318312,0.15512157031091953,12.633893026129094
0.3774412659073136,0.05991806412233186,0.13780201381663426,0.18197712503584343,0.24286153111787692,12.994761204749068
0.44866959884451435,0.06497982308287199,0.2106410988618471,0.26183344455350954,0.013876034657257036,12.227189196983629
0.12415030171770237,0.024816076552493415,0.008928196833663,0.3947088669249881,0.44739655797115313,13.776399929696375
0.4290390313871077,0.09433014179493782,0.02668682267093413,0.2993195064285131,0.15062449771850714,12.207963739346528
0.0366773356108662,0.19262589915227982,0.009861347951237208,0.6764472124215057,0.08438820486411104,13.50575989813435
0.34056969898335854,0.11711665616833913,0.23016303081695685,0.24806942440548072,0.06408118962586479,11.68688073883459
0.3188801661563586,0.13623639546197752,0.2560945796647069,0.2056130143723326,0.08317584434462444,13.137806261953187
0.7725469084043958,0.02807707500377312,0.06610062970155195,0.014024669853168314,0.11925071703711078,11.525601666583551
0.1471558964473492,0.09465732261740889,0.5276348536605178,0.13193488743778023,0.09861703983694381,11.148159592069494
0.11231135792220576,0.021804361966739755,0.23261383624743365,0.011121346188133076,0.6221490976754877,13.11220901611948
0.3199884749253099,0.047915407280351784,0.001197654701978078,0.36549741287646903,0.2654010502158912,13.295581857251626
0.38123220229584165,0.43073849983564316,0.022462086588681755,0.1296093960770576,0.03595781520277582,11.017905384220827
0.5226362610008194,0.2565968400568992,0.10560822372417089,0.017259241636898476,0.09789943358121207,11.874456592938433
0.0710287134264614,0.23618961924636322,0.18327912650584524,0.3940934258527535,0.11540911496857661,12.664017315545191
0.02495213593630262,0.2447027135180663,0.28021263795055373,0.16139881009591894,0.2887337024991584,12.182058177285983
0.3214084353096104,0.34919781726174637,0.2633406402060097,0.012155365281990824,0.05389774194064276,12.598465335910788
0.007076304202977673,0.22419294561766095,0.08362875210436845,0.1574284385308182,0.5276735595441746,13.676559997980126
0.11184660028967981,0.20606397930421358,0.5495028582939838,0.10134073662090003,0.031245825491222737,11.5311627028015
0.058713551220377254,0.030169883362152393,0.455607088916232,0.28330320063983727,0.17220627586140125,11.726246196989115
0.2976712500394967,0.23621491053985277,0.0299620645420616,0.3236863896857358,0.11246538519285325,12.944559424895301
0.35278141438065436,0.4848900068874387,0.0819621959592603,0.024968336915346508,0.055398045857300286,10.818563033917066
0.1124441137506244,0.34392420405967256,0.39792312563899834,0.0014082134719687472,0.14430034307873582,10.694342452118088
0.12881590402881613,0.05988514792382685,0.03044248980449204,0.09821024662476782,0.6826462116180972,15.14200658041278
0.06142266546380802,0.11508618098177147,0.19102344327425885,0.0711132947712196,0.5613544155089422,14.054008532596411
0.6626426653989869,0.05856380619671727,0.13883942948821695,0.07226669141270448,0.06768740750337426,11.623121026622707
0.018279737291889912,0.4574214943180085,0.33973480916811855,0.025704866751947567,0.15885909247003552,11.284530088973863
0.30881545762163354,0.03540280219981119,0.02023522944903641,0.08690669879244789,0.548639811937071,13.909589832003588
0.06298359915280446,0.25342879507528626,0.3258635885017926,0.06166285251293118,0.2960611647571856,12.372299445744568
0.13790662132491166,0.30091435299178537,0.3019171201973198,0.23080097051946075,0.028460934966522352,12.005584494565731
0.541261983102295,0.11607923428309257,0.06194892240136535,0.012492818106003709,0.2682170421072435,12.79528120677505
0.35827642113910396,0.005294749061554012,0.22715883162805067,0.08129513211243533,0.32797486605885606,12.904670127742081
0.040227096532403,0.24652463327824686,0.10265634339403885,0.5795311593342181,0.031060767461093344,13.48081920429243
0.07556160851679446,0.021817924410442918,0.468476412797136,0.3801034328582761,0.054040621417350665,12.079375790509518
0.233521900449247,0.3678906733260661,0.17537095195799757,0.1632803534671001,0.059936120799589085,11.54915923922845
0.016030296359193025,0.3731949238587115,0.3783867604849722,0.16447079442250528,0.06791722487461786,12.374965771643893
0.05584003368100493,0.16826918634982324,0.2956127694311888,0.2835281610037568,0.19674984953422633,13.244623532990081
0.2276729519657396,0.01947859482211083,0.03907038496023294,0.5071184365308266,0.20665963172109014,14.878544147295088
0.0066673964273052415,0.0772100875732077,0.7859510151746232,0.00366176705956775,0.1265097337652962,10.251372804916194
0.17573524011290187,0.2600180276883,0.23310137533760497,0.05608654230317353,0.2750588145580196,12.564544513028746
0.05440909094390652,0.07908212201516786,0.2757096611364212,0.2107009741005064,0.38009815180399814,11.86387724269542
0.38598988746584206,0.3025234064168365,0.03542112371528062,0.16508851008322142,0.11097707231881954,12.786296312840333
0.03673119347138015,0.4743809047647233,0.06558128500007902,0.29233323240990194,0.13097338435391584,12.426157282593056
0.3922374308207076,0.1729688782065252,0.21301929665834093,0.16798069937633806,0.05379369493808835,12.949036437974566
0.4469404688198149,0.11492109000103833,0.008583577360927365,0.36158302922569663,0.06797183459252278,12.341815407884965
0.3191263252016915,0.3481397506206666,0.2786769533330162,0.052294835114609826,0.0017621357300160545,10.6817832342123
0.2228503694182218,0.047261807204462845,0.28756294978799396,0.28019753455637286,0.16212733903294851,12.095920549006157
0.10547686210872816,0.14706441108580376,0.5760274537502978,0.11526624721291044,0.05616502584225972,10.201595655236982
0.14270588159972022,0.48249712637128495,0.2088362928288536,0.1480328365498888,0.017927862650252417,12.23370998437154
0.1117047104726965,0.5395555642418576,0.017661600785784982,0.08548679204572185,0.24559133245393913,11.797139460730671
0.29674665147453116,0.2624656283733185,0.2664689976365827,0.09792222752920457,0.07639649498636288,11.857363621571308
0.19504577026699216,0.19551105488702186,0.23747959174293723,0.28769116527064675,0.08427241783240204,11.170488907989203
0.11327395292596208,0.260485487920615,0.17079646270226811,0.19696485815483844,0.25847923829631647,12.56914317444835
0.5446345127830277,0.1017758191086689,0.1161988404638987,0.024352239167676103,0.21303858847672888,13.264935521156172
0.013674734934361629,0.23409079689698015,0.29225332324031317,0.12613366410822185,0.3338474808201233,12.786560237859973
0.01301000903367511,0.015987263169968013,0.7263545385763256,0.18757267314631768,0.05707551607371363,10.5681296783055
0.21009245289309075,0.418006418159974,0.06914913633881321,0.2773780362596903,0.025373956348431655,12.338288906287662
0.013612080405563203,0.19441625917961458,0.1995469773989589,0.2602457431294903,0.33217893988637315,12.99681991557766
0.5523439883928621,0.107736374813842,0.05785463843787143,0.23521230944771926,0.046852688907705255,12.613982426940655
0.09998824564605206,0.014134585915202611,0.004442098149388506,0.5687003009334609,0.3127347693558959,13.09894138152869
0.5034567159434975,0.22235685177129727,0.08047006971052127,0.07193461775454002,0.12178174482014409,12.350454981446918
0.12152597461463176,0.1912362513785647,0.1646278912964241,0.05008921756948037,0.472520665140899,11.81124422338268
0.3414138401331087,0.20607728588451166,0.241212619914627,0.13871519232897908,0.07258106173877363,11.628448457698632
0.2153586740974447,0.6941089887994817,0.00709587946740386,0.06038678285922081,0.023049674776448925,9.806723889488335
0.010559653741463407,0.4911929083499738,0.3088655911152511,0.16323582834115502,0.026146018452156694,12.022224028673321
0.26166871322117874,0.24810498978638995,0.07356494324767578,0.22004309000885114,0.1966182637359045,12.784104966064072
0.2762133390415523,0.2910506459938605,0.013385169912286329,0.13551487741715956,0.28383596763514135,12.325228352278446
0.17632339249864862,0.4893995046076379,0.2709930023848652,0.04483536218860314,0.018448738320244955,11.088116690565402
0.18329327659271172,0.00478894243229578,0.1570847608855438,0.5021265288880783,0.15270649120137053,12.996479749938844
0.08526527809357448,0.17890014337696952,0.10637856289191872,0.13689880124999385,0.49255721438754346,13.430729048321504
0.07642524942151974,0.508912988077569,0.3692727664974232,0.034129609741076754,0.011259386262411351,11.05686498558613
0.07343384061865468,0.012712975553767296,0.06858067316492723,0.7942200784877592,0.05105243217489156,12.96690917317047
0.08961305099046701,0.43470813287273086,0.005492852564003359,0.3929535168035692,0.07723244676922952,13.15822590896468
0.021915268539113804,0.20793873771565274,0.1727774033974411,0.36587846916967953,0.23149012117811293,12.63888697405937
0.3136904430923112,0.06388231960744976,0.03766093800602962,0.2677570572740833,0.31700924202012626,13.233295813944906
0.6152721419501558,0.07029702816289528,0.06146689234705645,0.19790610007032614,0.05505783746956621,13.424067171860345
0.33461421629016724,0.24497497547646926,0.07022219765650042,0.17416393343306288,0.17602467714380024,11.937034217826032
0.020620748185507208,0.4411557023278964,0.13332695472688166,0.3318137720679073,0.07308282269180748,11.524393850936189
0.433024702319345,0.09450906455979775,0.00208898807143981,0.4520260284380692,0.018351216611348243,13.120709548747575
0.04667671788052895,0.3636748032113014,0.3650068526501058,0.10338765512128463,0.12125397113677926,11.449508160145001
0.15444154609639202,0.09007296417521429,0.10343080493433764,0.28975208539952146,0.36230259939453463,13.155555552542902
0.39560986727803465,0.39324750680918735,0.024126406273308955,0.17206117782668695,0.01495504181278214,10.975552149693979
0.19340212016192757,0.14128262158498364,0.5303036991545798,0.10481608809879088,0.030195470999718203,11.057303076454426
0.05621186782517598,0.5221763540381335,0.3507714958063438,0.038835888339642174,0.03200439399070452,12.25199307891706
0.27958950619966444,0.01749647584638786,0.3995530782752764,0.28370996734584547,0.019650972332825766,12.086475940775752
0.012643920375816613,0.6154758479410418,0.06686617529016009,0.06604149361793048,0.238972562775051,13.113359334115218
0.32084488867145017,0.46551247618643443,0.1526598892898279,0.05147418613719862,0.009508559715088825,10.228730003296238
0.28025228572557825,0.1525850196140389,0.1030536645438402,0.4421031271157382,0.022005903000804603,11.947488202311906
0.45031945989346034,0.007578444075033376,0.4196895118962589,0.03846132690484514,0.08395125723040198,10.050627408513243
0.018678846801785855,0.15650611147685295,0.20476650685861728,0.13080722827927815,0.4892413065834658,12.849711337910703
0.07350080182314606,0.05264140698650782,0.31752054158840376,0.0395952967297008,0.5167419528722416,13.4529293137273
0.001873668260959621,0.5366426844311004,0.006759730438725749,0.3397900715514978,0.11493384531771647,13.099440440277128
0.4925003823210842,0.0076169179839015375,0.08019277029835274,0.34612093013857126,0.07356899925809036,12.468746220909363
0.21327776917452315,0.2556641635773777,0.13023361999474858,0.21221331925725181,0.18861112799609875,12.612535981025651
0.29278302122256855,0.005884354620809626,0.04172974779823684,0.38004777995305583,0.27955509640532933,12.980834692261396
0.22257552475495188,0.35423703539841095,0.11889479305538636,0.07627022750528704,0.22802241928596376,12.663062454205939
0.04666624821747673,0.09379670776028197,0.008662252079236396,0.39231231129976335,0.4585624806432416,14.329770544461203
0.23162532382684814,0.14851972647429013,0.07161850937879465,0.32502913968034913,0.22320730063971805,12.205985198976851
0.02061223576384968,0.2808675603649724,0.20080976347354196,0.3474680235459883,0.15024241685164771,12.720133602845515
0.1521184271861435,0.08670305639191758,0.4319956772506021,0.3217765503677392,0.0074062888035978155,12.107109772938532
0.003994142265411793,0.07060503306980968,0.2486767421209568,0.6523579422216165,0.02436614032220541,12.346731705575444
0.10542769952962286,0.056059062252619564,0.4096462768737739,0.2158203118558172,0.21304664948816646,12.49392816856097
0.1783415324111712,0.1511057412641429,0.09006783997821444,0.01636363512461415,0.5641212512218572,14.944100748632339
0.09406153718335279,0.4586270493206604,0.3195889104156784,0.04549271616558424,0.08222978691472416,11.623579217667746
0.4982901584527745,0.32599802457300886,0.048888802922952064,0.10302894558194858,0.023794068469315977,11.081919712679795
0.48521404892654973,0.1467898529795615,0.040894228296390216,0.1754566479536773,0.15164522184382115,12.267303639038502
